2014-10-01|01:00|Despejado|21|En calma|78%|1020 hPa
2014-10-01|02:00|Despejado|20|En calma|83%|1020 hPa
2014-10-01|03:00|Despejado|19|En calma|88%|1019 hPa
2014-10-01|04:00|Despejado|19|6 km/h|83%|1019 hPa
2014-10-01|05:00|Despejado|19|7 km/h|78%|1019 hPa
2014-10-01|06:00|Despejado|19|11 km/h|78%|1019 hPa
2014-10-01|07:00|Despejado|20|6 km/h|73%|1020 hPa
2014-10-01|08:00|Despejado|19|En calma|78%|1020 hPa
2014-10-01|09:00|Despejado|19|En calma|83%|1020 hPa
2014-10-01|10:00|Despejado|20|2 km/h|78%|1021 hPa
2014-10-01|11:00|Despejado|23|En calma|69%|1021 hPa
2014-10-01|12:00|Despejado|25|En calma|61%|1022 hPa
2014-10-01|13:00|Despejado|26|2 km/h|58%|1021 hPa
2014-10-01|14:00|Despejado|27|6 km/h|54%|1020 hPa
2014-10-01|15:00|Despejado|27|6 km/h|51%|1019 hPa
2014-10-01|16:00|Nubes dispersas|29|7 km/h|43%|1019 hPa
2014-10-01|17:00|Despejado|28|6 km/h|45%|1019 hPa
2014-10-01|18:00|Despejado|28|4 km/h|45%|1018 hPa
2014-10-01|19:00|Despejado|28|En calma|55%|1018 hPa
2014-10-01|20:00|Despejado|25|En calma|61%|1018 hPa
2014-10-01|21:00|Despejado|24|En calma|65%|1018 hPa
2014-10-01|22:00|Despejado|22|En calma|78%|1019 hPa
2014-10-01|23:00|Despejado|21|4 km/h|78%|1020 hPa
2014-10-01|00:00|Despejado|21|En calma|78%|1020 hPa
2014-10-02|01:00|Despejado|20|En calma|88%|1020 hPa
2014-10-02|02:00|Despejado|19|En calma|88%|1020 hPa
2014-10-02|03:00|Despejado|19|En calma|88%|1020 hPa
2014-10-02|04:00|Despejado|18|En calma|94%|1020 hPa
2014-10-02|05:00|Despejado|18|En calma|94%|1020 hPa
2014-10-02|06:00|Despejado|18|En calma|94%|1020 hPa
2014-10-02|07:00|Despejado|18|En calma|94%|1020 hPa
2014-10-02|08:00|Despejado|17|En calma|94%|1020 hPa
2014-10-02|09:00|Despejado|17|En calma|94%|1020 hPa
2014-10-02|10:00|Despejado|21|En calma|78%|1021 hPa
2014-10-02|11:00|Despejado|23|4 km/h|73%|1022 hPa
2014-10-02|12:00|Despejado|24|13 km/h|61%|1021 hPa
2014-10-02|13:00|Despejado|25|11 km/h|57%|1021 hPa
2014-10-02|14:00|Nubes dispersas|27|2 km/h|48%|1020 hPa
2014-10-02|15:00|Nubes dispersas|29|En calma|45%|1020 hPa
2014-10-02|16:00|Nubes dispersas|29|6 km/h|48%|1019 hPa
2014-10-02|17:00|Despejado|29|6 km/h|45%|1018 hPa
2014-10-02|18:00|Despejado|31|En calma|36%|1018 hPa
2014-10-02|19:00|Despejado|28|13 km/h|48%|1018 hPa
2014-10-02|20:00|Despejado|27|7 km/h|54%|1019 hPa
2014-10-02|21:00|Despejado|24|7 km/h|65%|1019 hPa
2014-10-02|22:00|Despejado|24|7 km/h|61%|1020 hPa
2014-10-02|23:00|Despejado|22|6 km/h|73%|1020 hPa
2014-10-02|00:00|Despejado|21|2 km/h|78%|1020 hPa
2014-10-03|01:00|Despejado|20|4 km/h|83%|1021 hPa
2014-10-03|02:00|Despejado|20|2 km/h|83%|1020 hPa
2014-10-03|03:00|Despejado|19|2 km/h|88%|1020 hPa
2014-10-03|04:00|Despejado|19|En calma|88%|1020 hPa
2014-10-03|05:00|Despejado|19|En calma|88%|1020 hPa
2014-10-03|06:00|Despejado|18|4 km/h|88%|1020 hPa
2014-10-03|07:00|Despejado|18|4 km/h|88%|1021 hPa
2014-10-03|08:00|Despejado|18|2 km/h|88%|1021 hPa
2014-10-03|09:00|Despejado|18|4 km/h|88%|1021 hPa
2014-10-03|10:00|Despejado|20|7 km/h|73%|1022 hPa
2014-10-03|11:00|Despejado|22|13 km/h|64%|1022 hPa
2014-10-03|12:00|Despejado|24|6 km/h|61%|1022 hPa
2014-10-03|13:00|Nubes dispersas|26|4 km/h|54%|1021 hPa
2014-10-03|14:00|Nubes dispersas|27|2 km/h|58%|1020 hPa
2014-10-03|15:00|Nubes dispersas|28|2 km/h|51%|1019 hPa
2014-10-03|16:00|Nubes dispersas|30|2 km/h|46%|1018 hPa
2014-10-03|17:00|Despejado|29|2 km/h|43%|1018 hPa
2014-10-03|18:00|Despejado|29|2 km/h|43%|1017 hPa
2014-10-03|19:00|Despejado|28|4 km/h|45%|1017 hPa
2014-10-03|20:00|Despejado|26|4 km/h|54%|1017 hPa
2014-10-03|21:00|Despejado|24|En calma|61%|1018 hPa
2014-10-03|22:00|Despejado|23|2 km/h|65%|1018 hPa
2014-10-03|23:00|Despejado|22|6 km/h|69%|1018 hPa
2014-10-03|00:00|Despejado|22|2 km/h|69%|1019 hPa
2014-10-04|01:00|Despejado|21|6 km/h|73%|1019 hPa
2014-10-04|02:00|Despejado|20|En calma|78%|1018 hPa
2014-10-04|03:00|Despejado|19|En calma|83%|1019 hPa
2014-10-04|04:00|Despejado|20|4 km/h|78%|1018 hPa
2014-10-04|05:00|Despejado|20|6 km/h|78%|1018 hPa
2014-10-04|06:00|Despejado|19|2 km/h|83%|1018 hPa
2014-10-04|07:00|Cielo cubiertos|18|En calma|88%|1018 hPa
2014-10-04|08:00|Cielo cubiertos|18|2 km/h|94%|1018 hPa
2014-10-04|09:00|Cielo cubiertos|19|En calma|88%|1019 hPa
2014-10-04|10:00|Cielo cubiertos|21|En calma|83%|1019 hPa
2014-10-04|11:00|Cielo cubiertos|21|4 km/h|83%|1020 hPa
2014-10-04|12:00|Cielo cubiertos|22|4 km/h|78%|1020 hPa
2014-10-04|13:00|Mayormente cubierto|22|2 km/h|78%|1019 hPa
2014-10-04|13:26|Nubes dispersas|24|En calma|74%|1019 hPa
2014-10-04|14:00|Nubes dispersas|24|4 km/h|69%|1019 hPa
2014-10-04|15:00|Nubes dispersas|27|7 km/h|54%|1018 hPa
2014-10-04|16:00|Mayormente cubierto|27|9 km/h|54%|1017 hPa
2014-10-04|17:00|Despejado|27|7 km/h|51%|1016 hPa
